Month,Day,Year,Day,Time,AM/PM,Show Name,Title,Season,Episode,Rating,New?,Description
5,17,2018,Thursday,2:06,AM ,American Pickers,Ready to Roar,19,4,PG,N,Mike and Frank meet Larry who has the ultimate big boy toys including a rare Porsche and a pair of unusual pick-ups that really get the guys going.
5,17,2018,Thursday,3:04,AM ,American Pickers,European Vacation,1,46,PG,N,Mike and Frank jump across the pond to unearth the treasure England and Italy have to offer.
5,17,2018,Thursday,3:06,AM ,777,777,777,777,777,777,777
5,17,2018,Thursday,4:02,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,4:30,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,5:00,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,5:30,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,6:00,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,6:30,AM ,888,888,888,888,888,888,888
5,17,2018,Thursday,7:00,AM ,Modern Marvels,Ropes & Chains,16,3,PG,N,"From hauling our heaviest gear to mastering the tallest mountains, they have been around for centuries, but we constantly improve upon them. Get an inside look at factories where every kind and style of Ropes & Chains are made. We'll get some lessons from a company that trains high-flying workers who depend on rope to do their jobs safely. Learn how window washers, rock climbers and even bungee jumpers safely use the ropes they depend on every day! See dockworkers who rely on ropes around the clock, and pay a visit to the head-spinning factory floors where some of the strongest ropes available are made. See how industrial chain links come to life from just a rusty steel coil and how they're used to anchor massive ships and unload cargo. From parachute cord to shipping lines, from fine jewelry to anchor chains--we'll discover the many uses of today's Ropes & Chains."
5,17,2018,Thursday,8:00,AM ,Pawn Stars,Rick's Bad Day,1,25,PG,N,"The Pawn Stars have an opportunity to buy a theater playbill from the night that Abraham Lincoln was assassinated. But first they'll have to determine it's authenticity. Then Corey and Chum meet a modern day renaissance man and buy his pair of Halbert spears. But before they can put their tights on, the Old Man suspects there may be more there than meets the eye. And later, Rick takes a gamble on an elegant, perpetual motion clock that he hopes will stand the test of time."
5,17,2018,Thursday,8:30,AM ,Pawn Stars,Pawn Shop Pinot,1,23,PG,N,"When Rick and the Old Man buy an antique 19th Century wine-maker, Chumlee wants to put it into action. Will he succeed and brew a magnificent ""Pawn Shop Pinot""? The Pawn Stars also consider buying a 16th Century replica signal cannon used to call ships as Rick looks at the priciest pawn ever to enter the shop--a semi truck."
5,17,2018,Thursday,9:00,AM ,Pawn Stars,"Ready, Set, Pawn",3,6,PG,N,"The Pawn Stars burn up the racetrack when a seller brings in a competition dragster racecar. Can the guys set a new track record and win the deal or will the negotiation stall out and finish last. Then, Rick and Corey are presented with a Japanese land mine training kit used to train American soldiers during World War II. Will the guys detect a good deal or will it all blow up in their face? And later, Corey and Chumlee check out a fully restored 1957 Dr. Pepper vending machine. Will they pop a cold one just like the Dr. ordered or will this soda machine deal go flat?"
5,17,2018,Thursday,9:30,AM ,Pawn Stars,Backroom Brawl,2,12,PG,N,"The Pawn Stars are presented with a mysterious pocket-sized sundial believed to be from the 16th Century...complete with a concealed secret inside. Will the gang be able to shine a light on this puzzling piece of history, or will the seller darken their day by shooting for the moon? Rick and the Old Man have a chance to buy a photo album of famed union organizer Jimmy Hoffa. Will they wheel up a deal for this item, or will it be sent back to be hidden and buried away for ever? Then later Corey and Chumlee set their sights on a rifle sharpshooting arcade game from the 60's. Will Corey target a good price for this vintage game, or will his plan backfire?"
5,17,2018,Thursday,10:00,AM ,Pawn Stars,Buffalo Bull,4,23,PG,N,"The Pawn Stars hope to win by a landslide when President Ronald Reagan's high school yearbook comes into the shop. Complete with a signed letter from The Gipper, will the guys make an executive decision to buy this presidential memorabilia, or will a tough negotiation force them to veto? Then, a man comes in hoping to sell some puppets and props from the original Buffalo Bill Wild West Show. Tied to an obscure performer named Buffalo Ben, will Rick pony up some cash for this collection, or will he send it out to pasture? And later, Rick and the Old Man get a call to check out a vintage phone booth. Will they try to dial up a deal for this piece of telephone history, or drop the call before negotiations begin?"
5,17,2018,Thursday,10:30,AM ,Pawn Stars,Case Closed,3,20,PG,N,"Help the Pawn Stars solve the crime of the century when a man brings in a detective's case file from the infamous Lindbergh baby kidnapping. Will these 79-year-old forensic files contain a hot lead or is this cold case unsolvable? Then, Rick and Chumlee stare down the barrel of a 17th century gun believed to be a musketoon. A shorter version of a musket used by sailors and pirates, will this gun's history shoot the price up or will the negotiation misfire? And later, a 1974 Lotus Europa sports car rolls up to the shop. Can Rick rev up a deal for this ultra sweet ride or will he push it into the red and blow the deal?"
5,17,2018,Thursday,11:00,AM ,Pawn Stars,Cash Cash Bang Bang,5,16,PG,N,"The Pawn Stars are amazed when a first issue Spider-Man comic book swings into the shop. Potentially worth hundreds of thousands of dollars, will the guys have the spidey-sense to buy this super rare book or will they tangle up the negotiation? Then, a guy moseys in with an antique 1860 Colt Army Pistol. Considered the assault weapon of it's day, will Rick have the firepower to draw up a deal? And later, Old Man checks out a gold mining stock certificate issued to author Mark Twain. Issued in 1876, will the deal pan out, or will the guys end up in a deep hole?"
5,17,2018,Thursday,11:30,AM ,Pawn Stars,The Offer,7,10,PG,N,"Start your engines with the Pawn Stars as the guys check out a 1956 Chevy drag racing car. Custom built for the 1/4 mile, will the guys race to make an offer or will negotiations stall before the light turns green? Then, when a guy brings in a historic magician's ""sawing in half"" box the guys learn that cutting Chumlee in half is the easy part... putting him back together is a bit tougher. And later, Corey shocks Rick and the Old Man when he tells them he's considering a job offer from another pawn shop."
5,17,2018,Thursday,12:00,PM,Pawn Stars,Chum-parazzi,8,16,PG,N,"Flip the switch with the Pawn Stars as they check out a poem written and signed by inventor Nikola Tesla. Famous for his work with electricity, will this piece leave Rick in a state of shock? Then, a pair of wooly chaps rides into the shop. Made for cold weather cowboys, will the deal make the guys feel warm and fuzzy? And later, Chumlee goes on a quest for a famous musician's autograph. Can he use his ninja skills to track them down?"
5,17,2018,Thursday,12:30,PM,Pawn Stars,Put Your Hands Up,8,45,PG,N,"Put your hands up with the Pawn Stars as the guys check out a wanted poster for legendary criminal John Dillinger. Will they capture it for the shop, or let this one get away? Then, a Lambretta scooter zooms into the shop. Can this vintage Italian ride withstand a test ride by Chumlee? And later, the guys bet on who can take the most steps in a week, but will one of them rig the count?"
5,17,2018,Thursday,1:00,PM,Pawn Stars,Put Up Your Nukes,10,4,PG,N,"Go to DEFCON 1 with the Pawn Stars when a seller claims he has a cover for a thermonuclear warhead. Can Rick successfully defuse the negotiation or will it blow up in his face? Then, Corey swings into action when a mandolin from Bob Wills' Texas Playboys comes into the shop. Will he pull some strings for the country classic or will it be out of tune? And later, Chumlee tries to find something he's better at than Rick. Will he be able to beat the boss or will Rick prove once and for all don't mess with the best?"
5,17,2018,Thursday,1:30,PM,Pawn Stars,Road Test,9,33,PG,N,"Travel back in time with the Pawn Stars when a guitar that belonged to The Who's bassist, John Entwistle, strikes a chord with Rick. Will his nostalgia for the band cause him to shell out big bucks for a piece of his ""generation"" or will he not ""get fooled again""? Then, Rick and Lili get the presidential treatment when a customer brings in a Richard Nixon paper dress. Will this campaign outfit dress to impress, or wear out its welcome? And later, the guys decide it's time to put the Old Man's driving skills to the test. Can he prove to them once and for all that he's the king of the road, or will his license to ride expire?"
5,17,2018,Thursday,2:00,PM,Pawn Stars,Tee'd Off,9,28,PG,N,"Tee off with the Pawn Stars when a USGA Rules of Golf book from 1934 putts into the shop. Will Chumlee be able to drive home a piece of golf history or will it turn out to be a bogey? Then, Rick deals with some ""sweet emotion"" when he checks out an organ owned by Steven Tyler. Will he be able to cash in on this high note or will he ""dream on?"" And later, Chumlee takes a big swing at golf after he and Corey make a little wager. Will the odds be in his favor when he gets help from legendary trainer, Butch Harmon, or will he be too deep in the rough?"
5,17,2018,Thursday,2:30,PM,Pawn Stars,Tricky Ricky,10,14,PG,N,"Go long with the Pawn Stars when a signed jersey from San Diego Chargers quarterback, Dan Fouts, gets thrown into the shop. Will Rick be able to make the completion or will it slip through his fingers? Then, Rick tries to learn the trick of the trade when Harry Blackstone's vanishing birdcage appears. Will he have the magic touch or will it disappear right before his eyes? And later, Corey and Chumlee talk Rick into joining their fantasy football league. Can Rick take charge or will he get sacked?"
5,17,2018,Thursday,3:00,PM,Pawn Stars,Hot Wheel of Fortune,11,22,PG,N,"Go surfin' with the Pawn Stars when the world's rarest Hot Wheels car, the Beach Bomb #1, rolls into the shop. Will Rick get supercharged to make a deal or will he get dumped? Then, Rick gets creative when checking out an etching by Rembrandt. Will this work of art be priceless, or not worth the paper it's printed on? And later, Chum decides to write his memoirs. Will his novel become a best seller or will he get writer's block?"
5,17,2018,Thursday,3:30,PM,Pawn Stars,First Lady of Pawn,12,28,PG,N,"Get body slammed with the Pawn Stars when a WWE Hall of Fame ring fights for the title. Will Rick pin down a deal or will he tap out? Next, Corey gets scrappy when he checks out a 1927 Essex Sedan rat rod. Will he customize a sale or will it fall apart? Then, Martha Washington brings home the bacon when an 1891 $1 silver certificate circulates into the shop. Will Rick and Corey bankroll an offer or will they save it for a rainy day? And later, Ricks in a whirlwind when a rare doo-wop record of ""Stormy Weather"" tunes in. Will he stay on track and make a deal or will he spin in circles?"
